Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Apskaitos specialistai, MB",303359584,,"Jeronimas Vatelis, direktorius","Gelažių g. 19, Zujūnų k., LT-14163 Vilniaus r.",,,,,,6 years 7 months 2 days,,,,20001,"30000
																",6.5,2,Accounting services,[],
"Apskaitos sprendimų partneriai, UAB",304124450,LT100009806618,"Jolita Germanaitė, direktorė","Ulonų g. 3-114, LT-08240 Vilnius",,,2374074,,"2,500.00 €",5 years 4 months 2 days,6,938.25 € (2021-01),"1,258.46 € (2021-01)",100001,"200000
																",7.0,10,Accounting services,[],
"Apskaitos tarnai, UAB",304740392,,"Albert Pateckij, direktorius","Gelvonų g. 21-34, LT-07138 Vilnius",,,3129442,,"2,500.00 €",3 years 2 months 5 days,2,,,5001,"10000
																",7.8,5,Accounting services,[],
"UAB ""Apskaitos tvarka""",302977916,LT100007502817,Aleksandra Turlinskienė,"Girulių g. 11-20, Vilnius",http://www.apskaitostvarka.lt,,2198565,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",8 years 1 month 4 days,3,,,50001,"100000
																",9.1,36,Accounting services,[],
"Apskaitos valdymo sistemos, UAB",300122651,,"Saulius Arlauskas, direktorius","Partizanų g. 16-517, Kaunas",,,952272,,"2,500.00 €",15 years 8 months 18 days,1,,,0,"5000
																",6.0,1,Accounting services,[],
"""ARTEX"" STUDIJA, UAB",302424940,LT100006013310,"Dalius Striukas, direktorius","Žirmūnų g. 67A-67, LT-09112 Vilnius",,,2026485,2021-01: 2 cars (uses),"2,896.00 €",11 years 6 months 25 days,7,"1,178.42 € (2021-01)","1,943.13 € (2021-01)",200001,"300000
																",4.9,36,Accounting services,[],
"Atrastėja, UAB",303392214,LT100008858010,"Rimantas Jaruškevičius, direktorius","Taikos g. 6, LT-99135 Šilutė",,,2296919,,"2,896.00 €",6 years 5 months 19 days,2,,,50001,"100000
																",9.5,4,Accounting services,[],
"Atžalyno žemė, UAB",303159142,LT100009252916,"Inga Dumbravaitė, direktorė","Taikos g. 3, Perekšliai, LT-38388 Panevėžio r.",,,2240240,,"2,896.00 €",7 years 4 months 29 days,3,,,50001,"100000
																",7.0,1,Accounting services,[],
"Audito firma Lanija, UAB",124147935,LT241479314,"Nadežda Laneckaja, direktorė","Tauro g. 5-218, LT-03106 Vilnius",,,17939,2021-01: 1 car (owns),"2,896.00 €",23 years 6 months 26 days,1,,,5001,"10000
																",8.5,11,Accounting services,[],
"Aukrima, UAB",301300594,LT100010361917,Audra Kirnienė,"Lapynų g. 10, Trušelių k., LT-92440 Klaipėdos r.",http://www.aukrima.lt,,619381,2021-01: 1 car (uses),"2,896.00 €",13 years 3 months 4 days,7,618.37 € (2021-01),749.44 € (2021-01),50001,"100000
																",7.8,28,Accounting services,[],
"Avižėlė, UAB",303113077,LT100007962113,"Gediminas Bronislovas Rimkevičius, direktorius","Gynėjų g. 14, LT-01109 Vilnius",http://www.ekotra.lt,,2230115,,"65,250.00 €",7 years 7 months,,,,10001,"20000
																",9.0,1,Accounting services,[],
"Begalybė, UAB",125719823,,"Rita Stankienė, direktorė","Skautų g. 4, Čekoniškių k., LT-14207 Vilniaus r.",,,87875,2021-01: 3 cars (owns),"2,896.00 €",19 years 5 months 25 days,1,,,30001,"50000
																",9.7,25,Accounting services,[],
"Bugusta, UAB",302278574,LT100012234914,"Donatas Varnauskas, direktorius","Taikos g. 5, Ariogala, LT-60261 Raseinių r.",,,1024634,2021-01: 1 car (owns),"2,896.00 €",12 years 2 months 22 days,10,919.52 € (2021-01),"1,446.46 € (2021-01)",0,"5000
																",5.9,17,Accounting services,[],
"Buha, UAB",302478009,LT100008715012,"Jūratė Šinkūnienė, direktorius","V. Krėvės pr. 53-213, LT-50358 Kaunas",,,2044664,,"2,896.00 €",11 years 26 days,3,,,100001,"200000
																",9.3,11,Accounting services,[],
"Buhalta, UAB",126129640 (old code 2612964),,Jūratė Zubanovienė,"Algirdo g. 39-107, LT-03217 Vilnius",,,709702,,"2,896.00 €",18 years 1 month 17 days,1,,,5001,"10000
																",5.5,4,Accounting services,[],
"UAB ""BUHALTERIJA""",302619584,LT100013303714,"Jolita Norkūnienė, direktorė","Lauko g. 5, Nemėžio k., Vilniaus r.",,,2102945,2021-01: 4 cars (owns),"43,443.00 €",9 years 10 months 9 days,6,783.38 € (2021-01),921.47 € (2021-01),30001,"50000
																",8.0,23,Accounting services,[],
"Buhalterijos įmonė, MB",303023480,,"Žydrūnas Bareišis, direktorius","Raudondvario pl. 182-12, LT-47149 Kaunas",http://www.buhalterijosimone.lt,,2207259,,,7 years 11 months 12 days,,,,0,"5000
																",7.6,5,Accounting services,[],
"Buhalterijos LT, MB",304400906,LT100012132810,"Gintautė Černiauskė, direktorė","Šlamučių g. 7, LT-92286 Klaipėda",http://www.buhalterijos.lt,,2821067,,,4 years 5 months 12 days,1,,,30001,"50000
																",4.7,7,Accounting services,[],
"Buhalterika, UAB",304024934,,Pavel Sinkelo,"Žėručio g. 8-31, LT-04113 Vilnius",,,2328319,,"2,500.00 €",5 years 10 months 21 day,2,,,10001,"20000
																",6.2,5,Accounting services,[],
"Buhalterinės Apskaitos Biuras, UAB",300090545,,Rima Pelikšienė,"S. Stanevičiaus g. 66-48, LT-07113 Vilnius",www.apskaitubiuras.lt,I-V 08:00-17:00,742069,,"2,896.00 €",16 years 7 days,7,382.23 € (2021-01),409.15 € (2021-01),20001,"30000
																",5.6,5,Accounting services,[],
"UAB ""Buhalterinės ir audito paslaugos I""",302691733,,"Viktorija Kodis, direktorė","Pylimo g. 11-4, LT-01118 Vilnius",,,2134302,,"2,900.00 €",9 years 3 months 3 days,4,537.44 € (2021-01),471.75 € (2021-01),30001,"50000
																",9.8,9,Accounting services,[],
"Buhalterių komanda, UAB",302856836,,Indrė Vaivadienė,"Paryžiaus Komunos g. 8-19, LT-91151 Klaipėda",,,2178841,,"2,896.00 €",8 years 5 months 24 days,,,,5001,"10000
																",7.8,6,Accounting services,[],
"Bulius, UAB",303527007,LT100009326318,"Ligita Kerul, direktorė","Vilniaus g. 28-112, LT-01402 Vilnius",,,2314621,2021-01: 1 car (owns),"2,500.00 €",6 years 1 month 19 days,37,575.34 € (2021-01),"4,816.08 € (2021-01)",500001,"1000000
																",7.2,13,Accounting services,[],
"Burvilė, UAB",134573659,LT345736515,"Edita Žemaitienė, direktorius","Europos pr. 83, LT-46333 Kaunas",,,440542,2021-01: 1 car (owns),"2,880.00 €",25 years 5 months 6 days,2,,,30001,"50000
																",8.8,5,Accounting services,[],
UAB Colosseum Real Estate Vilnius,302703121,LT100007182910,"Andres Alla, direktorius","Didžioji g. 39, LT-01128 Vilnius",,,2136560,,"5,800.00 €",9 years 2 months 9 days,,,,50001,"100000
																",8.0,9,Accounting services,[],
"Continent bridge, UAB",300591798,LT100005387116,"Ilona Eibutienė, direktorė","Žirmūnų g. 67A-56, Vilnius",,,772945,,"31,856.00 €",14 years 6 months 10 days,1,,,30001,"50000
																",7.7,6,Accounting services,[],
"Čiuku čiuku, UAB",303006424,,"Silvija Daukševičienė, direktorė","Šv. Stepono g. 29, Vilnius",http://www.ciukuciuku.lt,,2203070,,"2,896.20 €",8 years 7 days,1,,,30001,"50000
																",4.8,57,Accounting services,[],
"D5 Apskaita, UAB",300662213,,"Lina Drūtytė, direktorius","Laisvės pr. 49-3, LT-07191 Vilnius",,I-V 08.00-17.00,844464,2021-01: 1 car (owns),"2,896.00 €",13 years 11 months 10 days,3,,,30001,"50000
																",6.3,10,Accounting services,[],
"Dalfinta, UAB",300088156,,"Vilius Vekrikas, direktorius","Taikos pr. 79-31, LT-50438 Kaunas",,,249916,,"2,896.00 €",16 years 15 days,2,,,20001,"30000
																",9.4,23,Accounting services,[],
Dalios Matutytės IĮ,300617677,,Dalia Matutytė,"Mainų g. 6-203, LT-94101 Klaipėda",,,869525,2021-01: 1 car (owns),,14 years 3 months 10 days,,,,,,7.3,8,Accounting services,[],
"Danhaus LT, UAB",303107551,LT100007906018,"Darius Nedzinskas, direktorius","Turniškių g. 6, Vilnius",,,2228972,2021-01: 1 car (owns),"2,618,164.80 €",7 years 7 months 7 days,1,,,1000001,"2000000
																",4.1,17,Accounting services,[],
"Devyndarbiai, UAB",300633165,,Zinaida Lukauskienė,"Kopų g. 63, Kiauleikių k., LT-97225 Kretingos r.",,I-V 08:00-17:00,963076,2021-01: 1 car (uses),"2,896.00 €",14 years 1 month 20 days,2,,,30001,"50000
																",9.5,2,Accounting services,[],
"Dextera NT, UAB",303212100,LT100008420713,"Audrius Šidlauskas, generalinis direktorius","Eigulių g. 21, LT-03150 Vilnius",,,2253323,"2021-01: 49 cars (13 owns, 36 uses)","275,027.90 €",7 years 2 months 1 day,5,852.09 € (2021-01),791.62 € (2021-01),300001,"500000
																",4.8,40,Accounting services,[],
"DFN, UAB",303347742,,"Saulius Liudvinavičius, direktorius","Aušros Vartų g. 5, LT-01304 Vilnius",http://interjero-galerija.lt,,2287322,,"3,480.00 €",6 years 7 months 17 days,,,,200001,"300000
																",5.9,9,Accounting services,[],
"Dogs, Cats And Taxes, VŠĮ",302505157,,Daiva Archipovaitė,"A. Juozapavičiaus g. 11, LT-09311 Vilnius",,I-V 08:00-17:00,2055180,,,10 years 9 months 29 days,,,,,,3.3,6,Accounting services,[],
"Egvima, UAB",301171199,LT100004270412,"Lijana Lusienė, direktorė","Konstitucijos pr. 26, LT-08105 Vilnius",,,983533,,"2,896.00 €",13 years 4 months 7 days,6,"1,142.01 € (2021-01)","1,798.96 € (2021-01)",50001,"100000
																",6.9,9,Accounting services,[],
"EIKS, VšĮ",302599676,,"Vytautas Vaitiekaitis, direktorius","P. Vileišio g. 18A-212, LT-10306 Vilnius",http://www.eiks.eu/,,2095884,,,9 years 11 months 29 days,2,,,20001,"30000
																",5.1,12,Accounting services,[],
"Eirenė, IĮ",145238391 (old code 4523839),LT452383917,Zosė Aida Savickienė,"Plungės g. 23, LT-76150 Šiauliai",,I-V 09:00-17:00,271215,2021-01: 1 car (owns),,24 years 9 months 10 days,1,,,,,6.8,8,Accounting services,[],
"Ekonominė verslo apsauga, J. Žukovskio įmonė",135646341,,Jan Žukovskis,"V. Krėvės pr. 53-249, LT-50358 Kaunas",http://www.i4e.lt,I-V 08.30-18.00,432645,,,20 years 7 months 8 days,,,,,,3.5,2,Accounting services,[],
"ESAN, UAB",301019825,,Jevgenij Korotkov,"Gabijos g. 5-36, Vilnius",,,966540,,"2,896.00 €",13 years 6 months 15 days,2,,,10001,"20000
																",5.3,8,Accounting services,[],
"Finalina, UAB",304428485,,"Lina Pileckaja, direktorė","Tiltų g. 16, LT-91246 Klaipėda",,,2860379,,"2,500.00 €",4 years 3 months 2 days,1,,,20001,"30000
																",9.1,11,Accounting services,[],
"Finansera, UAB",303325589,,"Judita Terentjevienė, direktorė","Matkaičių g. 29, Aukštelkės k., LT-80179 Šiaulių r.",,,,,"2,896.20 €",6 years 8 months 22 days,,,,0,"5000
																",9.7,6,Accounting services,[],
"Finansistės, UAB",305278647,,"Milda Balčiūnienė, direktorė","Spanguolių g. 1, LT-36281 Panevėžys",,,3499702,,"2,500.00 €",1 year 4 months 24 days,3,,,0,"5000
																",2.8,5,Accounting services,[],
"Finansų apskaita, UAB",303460448,LT100009764619,"Natalija Plaksij, direktorė","A. Domaševičiaus g. 7-3, LT-01400 Vilnius",,,2307501,,"2,896.00 €",6 years 3 months 17 days,2,,,30001,"50000
																",5.0,4,Accounting services,[],
"Fincomesta, UAB",304840357,LT100011661013,"Jolanta Ganatauskienė, direktorė","Šarkuvos g. 1-66, LT-48154 Kaunas",http://www.fincome.lt,,3204373,,"2,500.00 €",2 years 9 months 24 days,2,,,10001,"20000
																",6.0,6,Accounting services,[],
"Finesta, UAB",300085199,LT100007689112,"Jolita Černauskienė, vadovas","Miško g. 13, Avižieniai, LT-14184 Vilniaus r.",,,742777,"2021-01: 3 cars (2 owns, 1 uses)","2,900.00 €",16 years 27 days,4,320.34 € (2021-01),293.77 € (2021-01),30001,"50000
																",2.3,9,Accounting services,[],
"Fininga, MB",305229244,,"Inga Bocevič-Maskaliova, direktorė","Savanorių pr. 32-9, LT-03120 Vilnius",,,,,,1 year 6 months 16 days,,,,0,"5000
																",8.9,21,Accounting services,[],
"Finluka, UAB",302250411,,Alina Neverovskaja,"Kovo 11-osios g. 47-6, Grigiškės, LT-27122 Vilnius",,,2003313,2021-01: 1 car (uses),"2,896.00 €",12 years 3 months 7 days,3,,,20001,"30000
																",7.0,17,Accounting services,[],
"Finmaksus, UAB",302429948,,"Henrikas Stupelis, direktorius","Savanorių pr. 29-3, LT-03128 Vilnius",,,2028301,2021-01: 1 car (owns),"2,896.00 €",11 years 6 months 5 days,1,,,0,"5000
																",7.2,6,Accounting services,[],
"Finservis, UAB",302466836,LT100009049516,"Emilis Venckus, direktorius","Aukštrakių g. 14D, Sutkūnų k., LT-76116 Šiaulių r.",http://www.entgrupe.lt,,2039628,2021-01: 1 car (uses),"2,896.00 €",11 years 2 months 16 days,4,505.83 € (2021-01),465.65 € (2021-01),50001,"100000
																",5.9,23,Accounting services,[],
Finzita IĮ,301272814,,Zita Plioraitienė,"Pramonės g. 74, LT-77112 Šiauliai",,,969789,,,13 years 3 months 12 days,,,,,,8.0,6,Accounting services,[],
"FMG Vilnius, UAB",302288586,,"Arūnas Šikšta, direktorius","Žalgirio g. 90, LT-09303 Vilnius",,,2004233,,"2,900.00 €",12 years 2 months 16 days,1,,,0,"5000
																",3.3,18,Accounting services,[],
"Forma A, UAB",302538374,LT100006151915,"Agnė Staniukaitytė, direktorė","Audros g. 3, LT-48294 Kaunas",,,2065137,,"2,896.20 €",10 years 6 months 13 days,4,670.55 € (2021-01),625.21 € (2021-01),5001,"10000
																",8.7,7,Accounting services,[],
"Fotinija, MB",304140255,LT100011047817,"Paulius Šabrauskas, direktorius","Laisvės pr. 60, LT-05120 Vilnius",,,2384229,2021-01: 3 cars (uses),,5 years 3 months 8 days,4,831.20 € (2021-01),"1,221.54 € (2021-01)",50001,"100000
																",5.2,23,Accounting services,[],
"FPI investment, UAB",303102472,LT100009696610,"Dalia Vilkienė, direktorė","Liuksemburgo aklg. 31, Kaunas",,,2227958,,"2,896.00 €",7 years 7 months 15 days,2,,,500001,"1000000
																",6.0,5,Accounting services,[],
"UAB ""Frymanis""",302870177,LT100007159613,"Ignas Kučinskas, direktorius","Senamiesčio g. 100, LT-35116 Panevėžys",,,2181611,,"2,896.00 €",8 years 5 months 7 days,1,,,100001,"200000
																",9.8,18,Accounting services,[],
"Gabulita, UAB",303220175,,"Milda Balčiūnienė, direktorė","Vilkatupio g. 10, Vaivadų k., LT-38446 Panevėžio r.",,,2255410,,"2,896.00 €",7 years 1 month 18 days,3,,,30001,"50000
																",4.2,22,Accounting services,[],
"Gasma, UAB",304448139,,Edgaras Dumčius,"Islandijos pl. 95-57, LT-49176 Kaunas",,,2899104,,"2,500.00 €",4 years 1 month 7 days,2,,,0,"5000
																",7.6,54,Accounting services,[],
"Gemma NT, UAB",302590403,,"Mindaugas Girjotas, generalinis direktorius","Bistryčios g. 13, Vilnius",,,2092314,,"2,982.88 €",10 years 22 days,1,,,300001,"500000
																",6.3,3,Accounting services,[],
"Gintema, MB",304879043,,Gintarė Rastapkevičė,"Šešupės g. 115-1, Mokolai, LT-68461 Marijampolė",,,,,,2 years 7 months 14 days,,,,5001,"10000
																",8.9,11,Accounting services,[],
"Globalus verslo partneris, UAB",303344721,LT100008829016,"Giedrė Grigorijevienė, direktorė","Laisvės g. 22-4, LT-89223 Mažeikiai",,8:00 iki 17:00,2286257,,"2,896.00 €",6 years 7 months 24 days,26,"1,599.57 € (2021-01)","8,552.75 € (2021-01)",200001,"300000
																",7.9,20,Accounting services,"['Accounting services', 'Other activities']",
"GOTLANDAS, UAB",302909712,LT100007272819,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188645,,"4,091,900.00 €",8 years 3 months 24 days,1,,,500001,"1000000
																",5.0,2,Accounting services,[],
"GR Services, UAB",302806915,LT100007111810,"Antanas Anskaitis, direktorius","Gedimino pr. 10-9B, LT-01103 Vilnius",,,2168152,,"17,376.00 €",8 years 8 months 10 days,4,"1,664.68 € (2021-01)","1,616.05 € (2021-01)",20001,"30000
																",9.8,5,Accounting services,[],
"UAB ""Grosbuh International""",302850616,,"Natalija Šliogerienė, direktorė","Adutiškio g. 3-3, LT-02112 Vilnius",,,2178022,2021-01: 2 cars (uses),"2,896.00 €",8 years 6 months 2 days,4,,,30001,"50000
																",4.5,15,Accounting services,[],
"UAB ""Hartus""",302700431,LT100006539710,"Haris Šarkauskas, direktorius","Vytauto g. 57A, Šiauliai",,,2136075,2021-01: 1 car (uses),"2,896.00 €",9 years 2 months 13 days,3,,,100001,"200000
																",6.0,3,Accounting services,[],
"Haustrum, UAB",303406571,,"Asta Pikelienė, direktorė","Vilkpėdės g. 2A, LT-03151 Vilnius",,,2299120,,"256,000.00 €",6 years 5 months 5 days,1,,,50001,"100000
																",4.6,5,Accounting services,[],
"HORS and KO, UAB",302333864,,"Aleksandra Krugliakova, direktorius","Taikos pr. 7, Visaginas",,,2015467,,"2,896.00 €",11 years 10 months 4 days,3,,,5001,"10000
																",3.7,10,Accounting services,[],
"UAB ""IN Group""",302766513,,"Jordanas Kenstavičius, direktorius","Gabšių k., Raseinių r.",,,2155047,,"22,878,110.40 €",8 years 10 months 12 days,2,,,10000001,"20000000
																",8.3,3,Accounting services,[],
"Incom UK, UAB",302443944,,"Rūta Radziukynienė, direktorė","Dobilų g. 7B, Kumpių k., LT-47425 Kauno r.",,,2032422,2021-01: 1 car (uses),"2,896.00 €",11 years 4 months 26 days,2,,,30001,"50000
																",8.2,82,Accounting services,[],
"Inforojus, T. Kuznecovos IĮ",142160852,,"Tatjana Kuznecova, direktorius","Markučių g. 5-64, LT-95204 Klaipėda",http://www.inforojus.lt,I-V: 08.00-17.00,925470,,,17 years 5 months 16 days,,,,,,5.0,2,Accounting services,[],
"Inus, UAB",303322479,LT100008645116,Adomas Dusevičius,"J. Savickio g. 4, LT-01108 Vilnius",,,2279500,2021-01: 2 cars (uses),"92,672.00 €",6 years 8 months 27 days,2,,,100001,"200000
																",6.1,7,Accounting services,[],
"Inveritus, UAB",302481261,,"Ingrida Bandzaitytė, direktorius","P. Vaičaičio g. 23, Marijampolė",,,2045858,2021-01: 1 car (owns),"2,896.00 €",11 years 17 days,5,607.00 € (2021-01),696.10 € (2021-01),30001,"50000
																",3.3,26,Accounting services,[],
"Jordis, UAB",300531139,LT100009840517,"Gintaras Samoška, direktorius","Aukštabalio g. 4-46, Šiauliai",,,629296,2021-01: 7 cars (owns),"2,896.00 €",15 years 1 month 2 days,18,609.39 € (2021-01),"2,044.60 € (2021-01)",500001,"1000000
																",3.1,71,Accounting services,[],
"Jurvila, UAB",166757966,,"Vaida Juršaitė, direktorė","Draugystės g. 5-12, LT-89150 Mažeikiai",,,294485,,"2,896.00 €",26 years 4 months 15 days,1,,,0,"5000
																",5.7,7,Accounting services,[],
"Kalvarijų prekybos centras, UAB",303091652,,Vilma Dagilienė,"Antano Tumėno g. 4, LT-01109 Vilnius",,,2223976,,"2,900.00 €",7 years 8 months 5 days,1,,,10001,"20000
																",9.0,2,Accounting services,[],
"KD finansai, UAB",302311608,LT100010458711,Kęstutis Dabravolskas,"Gerosios Vilties g. 5A-66, Vilnius",,,2007465,2021-01: 1 car (owns),"2,896.00 €",11 years 11 months 27 days,2,,,50001,"100000
																",4.8,19,Accounting services,[],
"Kivyliai, UAB",303045758,,"Vincas Vaičius, direktorius","Parko g. 3, Kivylių k., LT-85483 Akmenės r.",,,2211621,,"2,896.00 €",7 years 10 months 13 days,2,,,5001,"10000
																",9.0,2,Accounting services,[],
UAB KJ & Associates,302796339,LT100006915314,"Karolina Jogminaitė, direktorius","Vytauto g. 2-5, Vilnius",http://www.KJA.lt,,2165530,,"2,500.00 €",8 years 8 months 25 days,4,,,30001,"50000
																",7.2,30,Accounting services,[],
"Klaipėdos skaičiavimo centras, UAB",302345674,LT100005022819,Michail Batiščev,"Taikos pr. 62, LT-93225 Klaipėda",,,2018892,,"7,268.96 €",11 years 9 months,4,617.25 € (2021-01),546.03 € (2021-01),30001,"50000
																",6.3,6,Accounting services,[],
"Kontas, UAB",301228586,LT100003616811,"Vytenis Kurantavičius, direktorius","Viršuliškių g. 49, Vilnius",,,983939,,"2,896.00 €",13 years 3 months 25 days,1,,,0,"5000
																",9.0,1,Accounting services,[],
"Kriedana, UAB",123639969,LT100013458112,"Paulius Paulionis, direktorius","B. Sruogos g. 36-21, Vilnius",,,43409,2021-01: 1 car (uses),"2,896.00 €",24 years 8 months,5,"1,175.00 € (2021-01)","2,297.72 € (2021-01)",10001,"20000
																",7.8,10,Accounting services,[],
"L. Urbonavičienės IĮ ""Linos Apskaita""",302093586,LT100010506210,Lina Urbonavičienė,"Žalgirio g. 3-1, Šilutė",,,1110350,2021-01: 3 cars (uses),,12 years 4 months 10 days,6,813.74 € (2021-01),959.19 € (2021-01),100001,"200000
																",8.4,28,Accounting services,[],
"Laugita, UAB",304760683,LT100011748214,"Diana Malijonytė, direktorė","Girulių g. 5, LT-12124 Vilnius",,,3152089,,"2,500.00 €",3 years 24 days,1,,,1000001,"2000000
																",3.3,47,Accounting services,[],
"Lenotas, UAB",303701874,,"Marius Burbulys, direktorius","Sodelio g. 34, Pakuršėniai, LT-81110 Šiaulių r.",,,2320716,,"2,500.00 €",6 years 11 days,4,331.50 € (2021-01),313.24 € (2021-01),20001,"30000
																",9.6,5,Accounting services,[],
"Leolidija, UAB",300093242,,Lidija Černova,"Lentvario g. 18, LT-02300 Vilnius",,,742315,2021-01: 1 car (owns),"2,896.00 €",15 years 11 months 30 days,1,,,10001,"20000
																",6.0,3,Accounting services,[],
"LERAS, UAB",302799520,LT100006922710,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2166504,,"348,000.00 €",8 years 8 months 19 days,1,,,100001,"200000
																",6.3,3,Accounting services,[],
"LF Property, UAB",302926882,LT100007472115,"Vaidas Mikantavičius, direktorius","A. Goštauto g. 40-1, LT-03163 Vilnius",,,2192461,2021-01: 1 car (owns),"608,160.00 €",8 years 2 months 29 days,9,768.23 € (2021-01),"1,036.30 € (2021-01)",300001,"500000
																",4.3,12,Accounting services,[],
"Liepmeta, UAB",303410160,LT100008955011,"Karolis Kairaitis, direktorius","Metalo g. 19A, LT-02190 Vilnius",,,2300096,,"150,592.00 €",6 years 5 months,3,,,100001,"200000
																",9.0,3,Accounting services,[],
"Liepvalda, UAB",303410153,LT100008940911,"Laurynas Kuzavas, direktorius","A. Vivulskio g. 7-1, LT-03162 Vilnius",,,2300420,,"910,500.00 €",6 years 5 months,1,,,1000001,"2000000
																",6.3,8,Accounting services,[],
"Linkbalta, UAB",303459392,LT100009023617,"Saulius Valius, direktorius","Kauno g. 36, LT-03202 Vilnius",,,2307491,,"447,196.00 €",6 years 3 months 18 days,4,821.25 € (2021-01),794.71 € (2021-01),50001,"100000
																",5.3,4,Accounting services,[],
"Litameta, UAB",122741647 (old code 2274164),,Jelizaveta Polonina,"Sausio 13-osios g. 7-69, LT-04344 Vilnius",,I-V 08:30-17:30,81215,"2021-01: 2 cars (1 owns, 1 uses)","2,900.00 €",26 years 5 months 25 days,4,209.08 € (2021-01),199.04 € (2021-01),20001,"30000
																",7.9,15,Accounting services,[],
"UAB ""LTB Bustas""",302790119,,"Steponas Šukliavičius, direktorius","Lūžų g. 4-6, LT-95262 Klaipėda",,,2162847,2021-01: 2 cars (owns),"2,896.00 €",8 years 9 months 4 days,1,,,30001,"50000
																",7.0,5,Accounting services,[],
"UAB ""Lumita""",302954433,,"Angelė Žilienė, direktorė","Gedimino g. 6-42, LT-72241 Tauragė",,,2196572,,"2,896.00 €",8 years 1 month 21 day,,,,20001,"30000
																",6.3,3,Accounting services,[],
"M25 INVEST, UAB",302824233,LT100007016512,"Darius Nedzinskas, direktorius","Turniškių g. 6, Vilnius",,,2172676,,"2,900.00 €",8 years 7 months 12 days,1,,,300001,"500000
																",4.9,8,Accounting services,[],
"Mano mokesčiai, UAB",303173423,LT100008114215,"Ingrida Milašiūtė, direktorė","Architektų g. 206-85, LT-04214 Vilnius",http://www.manomokesciai.lt,,2244062,,"2,500.00 €",7 years 4 months 8 days,3,,,5001,"10000
																",9.0,4,Accounting services,[],
UAB Maris invest,302707970,LT100006810519,"Nerijus Mikelionis, direktorius","Darželio g. 5-118, Vilnius",,,2138962,,"2,896.00 €",9 years 1 month 26 days,2,,,1000001,"2000000
																",5.8,19,Accounting services,[],
"Marių saulė, MB",302903104,,Gabija Margienė,"Pušyno g. 16-17, Šilgalių k., LT-99307 Pagėgiai",,,2188275,,,8 years 4 months 3 days,,,,,,7.0,1,Accounting services,[],
"MB ""Ratio vera""",304195102,,"Aurimas Stulpinas, direktorius","Lubinų g. 3, LT-10238 Vilnius",,,2448168,,,4 years 11 months 29 days,1,,,0,"5000
																",6.0,7,Accounting services,[],
"Milateka, UAB",303170441,LT100008169818,"Andrej Makarov, direktorius","Kalvarijų g. 143-313, LT-08221 Vilnius",,,2242826,,"2,896.00 €",7 years 4 months 11 days,4,43.07 € (2021-01),40.56 € (2021-01),5001,"10000
																",9.7,3,Accounting services,[],
"Milde, UAB",302562756,LT100013348411,Laimutė Žukauskienė,"Jaunystės g. 2-19, LT-82164 Radviliškis",,I-V 08:00-17:00,2075870,2021-01: 1 car (uses),"2,896.00 €",10 years 3 months 21 day,3,639.48 € (2021-01),618.00 € (2021-01),30001,"50000
																",4.4,34,Accounting services,[],
"Naldija, UAB",301819849,,"Aleksandra Kaduškina, direktorė","Vaidaugų g. 9-19, Klaipėda",,,1195467,,"2,896.00 €",12 years 6 months 27 days,6,532.40 € (2021-01),613.60 € (2021-01),30001,"50000
																",6.2,10,Accounting services,[],
"Naujas sprendimas, UAB",304500422,LT100011341211,"Martynas Deltuva, direktorius","K. Donelaičio g. 54, Garliava, LT-53257 Kauno r.",,,2952843,2021-01: 1 car (owns),"2,500.00 €",3 years 10 months 25 days,3,,,50001,"100000
																",6.3,8,Accounting services,[],
"UAB ""NEARTIS""",302637066,LT100006474419,"Ieva Vosyliūtė, direktorė","Savičiaus g. 13-9, LT-01127 Vilnius",,,2111336,2021-01: 1 car (owns),"2,900.00 €",9 years 8 months 18 days,1,,,20001,"30000
																",5.0,1,Accounting services,[],
"Negoras, UAB",135771487,,"Vida Udovičienė, direktorius","V. Krėvės pr. 48-92, Kaunas",,,446542,,"2,896.00 €",19 years 9 months 4 days,1,,,5001,"10000
																",4.8,6,Accounting services,[],
"Neringos apartamentai, UAB",303386492,LT100008834812,"Andrius Šulnis, direktorius","Taikos g. 18, LT-93121 Neringa",,,2295349,2021-01: 2 cars (owns),"300,000.00 €",6 years 5 months 27 days,20,"1,063.36 € (2021-01)","5,099.27 € (2021-01)",30001,"50000
																",9.4,8,Accounting services,[],
"Nidos elnias, UAB",152773049,,"Mindaugas Rupeika, direktorius","Kopų g. 5-2, LT-93122 Neringa",,,914048,,"3,764.80 €",20 years 9 months 15 days,2,,,10001,"20000
																",8.0,7,Accounting services,[],
Nijolės Gervienės Firma,159864462 (old code 5986446),,Nijolė Gervienė,"R.Kalantos g. 183A, LT-52326 Kaunas",,,428281,,,25 years 7 months 12 days,,,,,,9.0,4,Accounting services,[],
